,date,NO2,O3,NO,Wind Speed,Temperature,site,Year
25698,26/02/2023 21:00,9.80221,64.26154,1.00136,2.4,1.7,Leeds Centre,2023.0
25699,26/02/2023 22:00,7.21939,65.75832,0.90748,2.4,1.7,Leeds Centre,2023.0
25701,27/02/2023 00:00,4.7829,65.92462,0.54271,2.7,2.6,Leeds Centre,2023.0
25702,27/02/2023 01:00,3.76035,64.7272,0.87669,2.5,1.8,Leeds Centre,2023.0
25704,27/02/2023 03:00,3.05969,66.80606,0.62621,2.5,1.7,Leeds Centre,2023.0
25707,27/02/2023 06:00,11.04361,60.02068,2.25435,3.0,1.4,Leeds Centre,2023.0
25709,27/02/2023 08:00,18.20939,56.62799,4.8218,3.6,3.9,Leeds Centre,2023.0
25710,27/02/2023 09:00,14.57436,63.41337,4.41476,4.0,5.7,Leeds Centre,2023.0
25711,27/02/2023 10:00,11.80211,66.30713,3.72593,4.4,6.9,Leeds Centre,2023.0
25713,27/02/2023 12:00,7.97703,73.79101,3.03711,4.1,7.8,Leeds Centre,2023.0
25714,27/02/2023 13:00,7.21318,75.38757,2.66138,3.8,7.1,Leeds Centre,2023.0
25715,27/02/2023 14:00,8.45513,75.58714,3.13104,3.9,7.3,Leeds Centre,2023.0
25716,27/02/2023 15:00,11.32508,70.09896,3.41283,3.7,7.0,Leeds Centre,2023.0
25717,27/02/2023 16:00,14.91119,65.90799,4.03904,2.8,5.8,Leeds Centre,2023.0
25719,27/02/2023 18:00,34.05049,38.91615,4.63393,2.3,4.9,Leeds Centre,2023.0
25721,27/02/2023 20:00,10.61521,64.96004,1.78469,2.8,3.7,Leeds Centre,2023.0
25722,27/02/2023 21:00,8.08177,67.15531,1.18979,2.4,3.5,Leeds Centre,2023.0
25723,27/02/2023 22:00,5.4514,71.1966,0.84538,2.6,3.3,Leeds Centre,2023.0
25731,28/02/2023 06:00,9.18022,68.15316,2.19298,4.1,2.8,Leeds Centre,2023.0
25734,28/02/2023 09:00,17.83155,64.41122,4.82456,5.1,4.5,Leeds Centre,2023.0
25735,28/02/2023 10:00,14.48451,67.35488,4.04135,6.1,7.0,Leeds Centre,2023.0
25737,28/02/2023 12:00,10.08492,71.39617,3.13283,6.0,8.1,Leeds Centre,2023.0
25738,28/02/2023 13:00,7.88504,75.13811,2.69424,5.9,8.0,Leeds Centre,2023.0
25739,28/02/2023 14:00,9.36796,75.03832,2.91353,5.6,7.4,Leeds Centre,2023.0
25740,28/02/2023 15:00,9.27401,72.79316,2.56892,5.1,6.4,Leeds Centre,2023.0
25742,28/02/2023 17:00,18.26404,62.21595,4.51128,4.6,5.3,Leeds Centre,2023.0
25743,28/02/2023 18:00,18.365,60.41982,3.50877,4.9,5.2,Leeds Centre,2023.0
25744,28/02/2023 19:00,10.52295,66.95574,1.75439,4.8,5.1,Leeds Centre,2023.0
25745,28/02/2023 20:00,10.90593,66.65638,1.75439,4.5,4.9,Leeds Centre,2023.0
25747,28/02/2023 22:00,5.11622,72.94284,1.19048,4.2,4.9,Leeds Centre,2023.0
25748,28/02/2023 23:00,4.35205,73.49165,0.84586,3.8,4.8,Leeds Centre,2023.0
25749,01/03/2023 00:00,2.54955,75.70355,0.8359,3.5,3.7,Leeds Centre,2023.0
25750,01/03/2023 01:00,1.84831,75.77008,0.62693,4.3,3.8,Leeds Centre,2023.0
25751,01/03/2023 02:00,2.102,74.58929,0.94039,4.0,3.4,Leeds Centre,2023.0
25752,01/03/2023 03:00,1.52766,73.74112,0.8777,3.8,3.1,Leeds Centre,2023.0
25753,01/03/2023 04:00,2.0548,73.39187,0.815,3.5,2.9,Leeds Centre,2023.0
25754,01/03/2023 05:00,4.35164,71.79531,1.15981,3.6,2.9,Leeds Centre,2023.0
25756,01/03/2023 07:00,19.18043,59.52175,4.29444,4.1,3.4,Leeds Centre,2023.0
25757,01/03/2023 08:00,18.65242,60.12046,4.51386,4.2,4.1,Leeds Centre,2023.0
25758,01/03/2023 09:00,17.12269,60.66928,4.01232,4.8,5.6,Leeds Centre,2023.0
25760,01/03/2023 11:00,7.69637,73.34198,2.53905,5.3,7.1,Leeds Centre,2023.0
25764,01/03/2023 15:00,9.22593,74.04047,3.07193,4.9,6.0,Leeds Centre,2023.0
25766,01/03/2023 17:00,19.45531,62.41552,6.55137,4.1,4.8,Leeds Centre,2023.0
25767,01/03/2023 18:00,13.14933,69.30068,3.73021,4.2,4.7,Leeds Centre,2023.0
25770,01/03/2023 21:00,5.73857,71.79531,1.50462,4.4,4.0,Leeds Centre,2023.0
25771,01/03/2023 22:00,4.3041,71.24649,1.09712,4.5,3.5,Leeds Centre,2023.0
25772,01/03/2023 23:00,4.83176,69.74972,0.94039,4.4,3.3,Leeds Centre,2023.0
25773,02/03/2023 00:00,3.89067,67.52118,1.00366,2.2,2.8,Leeds Centre,2023.0
25775,02/03/2023 02:00,2.58265,71.94499,0.75274,2.8,1.7,Leeds Centre,2023.0
25777,02/03/2023 04:00,3.92353,66.20735,0.84683,2.3,1.2,Leeds Centre,2023.0
25778,02/03/2023 05:00,9.90966,61.96649,1.25457,2.3,1.2,Leeds Centre,2023.0
25780,02/03/2023 07:00,35.55566,41.06153,6.86876,2.1,0.1,Leeds Centre,2023.0
25781,02/03/2023 08:00,45.24734,31.38238,12.63978,1.9,3.1,Leeds Centre,2023.0
25782,02/03/2023 09:00,28.32135,50.04218,6.90013,2.6,5.4,Leeds Centre,2023.0
25787,02/03/2023 14:00,10.86215,73.24219,2.22686,2.8,6.9,Leeds Centre,2023.0
25788,02/03/2023 15:00,16.65135,66.5566,3.54416,2.8,5.8,Leeds Centre,2023.0
25791,02/03/2023 18:00,29.47774,55.18111,5.77101,1.4,1.6,Leeds Centre,2023.0
25792,02/03/2023 19:00,26.6188,56.5781,3.10506,1.1,2.3,Leeds Centre,2023.0
25793,02/03/2023 20:00,18.43493,62.61509,1.6623,0.7,3.0,Leeds Centre,2023.0
25796,02/03/2023 23:00,6.94156,74.14026,0.8782,1.2,2.3,Leeds Centre,2023.0
25797,03/03/2023 00:00,4.4071,80.6928,0.33474,1.5,2.0,Leeds Centre,2023.0
25798,03/03/2023 01:00,3.70419,79.02972,0.33474,1.7,0.8,Leeds Centre,2023.0
25801,03/03/2023 04:00,9.10279,59.871,0.50211,2.1,-0.6,Leeds Centre,2023.0
25802,03/03/2023 05:00,14.27528,53.33508,1.06699,2.2,-0.8,Leeds Centre,2023.0
25803,03/03/2023 06:00,14.37133,52.48691,1.03561,2.3,-1.0,Leeds Centre,2023.0
25805,03/03/2023 08:00,25.60761,50.74067,5.30358,2.5,3.4,Leeds Centre,2023.0
25806,03/03/2023 09:00,18.61761,67.35488,4.14244,3.2,5.2,Leeds Centre,2023.0
25808,03/03/2023 11:00,14.26583,71.29638,2.60472,3.5,7.1,Leeds Centre,2023.0
25810,03/03/2023 13:00,14.59899,69.10111,2.98131,3.6,6.8,Leeds Centre,2023.0
25813,03/03/2023 16:00,18.23497,68.95144,4.01692,2.1,5.0,Leeds Centre,2023.0
25814,03/03/2023 17:00,25.99681,57.62584,4.36212,1.8,5.0,Leeds Centre,2023.0
25817,03/03/2023 20:00,22.07308,66.45681,3.35789,2.7,2.3,Leeds Centre,2023.0
25818,03/03/2023 21:00,12.77554,73.64133,0.75317,2.5,2.4,Leeds Centre,2023.0
25820,03/03/2023 23:00,8.18757,76.83445,1.25529,2.1,1.7,Leeds Centre,2023.0
25821,04/03/2023 00:00,4.15291,78.9632,0.33494,1.7,1.2,Leeds Centre,2023.0
25822,04/03/2023 01:00,6.83557,73.77438,0.66987,1.9,0.3,Leeds Centre,2023.0
25824,04/03/2023 03:00,6.22795,71.1966,0.7222,2.0,-0.9,Leeds Centre,2023.0
25825,04/03/2023 04:00,5.65405,70.59789,0.5024,2.1,-1.2,Leeds Centre,2023.0
25826,04/03/2023 05:00,7.13887,66.75617,0.7222,2.2,-1.5,Leeds Centre,2023.0
25827,04/03/2023 06:00,9.82247,63.36348,0.9106,2.2,-1.7,Leeds Centre,2023.0
25828,04/03/2023 07:00,14.84859,59.72132,2.13521,2.2,-0.5,Leeds Centre,2023.0
25829,04/03/2023 08:00,16.52193,62.41552,2.85741,1.9,2.3,Leeds Centre,2023.0
25830,04/03/2023 09:00,18.86445,60.61939,3.89361,2.2,4.7,Leeds Centre,2023.0
25831,04/03/2023 10:00,18.5778,59.37208,3.73661,2.3,6.1,Leeds Centre,2023.0
25832,04/03/2023 11:00,19.08894,59.97079,6.24862,2.2,7.0,Leeds Centre,2023.0
25833,04/03/2023 12:00,14.88456,65.40907,3.98781,2.1,7.6,Leeds Centre,2023.0
25835,04/03/2023 14:00,15.89258,61.81681,3.79941,2.0,8.0,Leeds Centre,2023.0
25836,04/03/2023 15:00,17.86069,60.86885,3.42261,2.0,7.5,Leeds Centre,2023.0
25837,04/03/2023 16:00,20.3517,57.97509,3.73661,1.6,6.4,Leeds Centre,2023.0
25840,04/03/2023 19:00,26.53373,45.85121,4.14481,1.9,1.8,Leeds Centre,2023.0
25843,04/03/2023 22:00,21.60208,43.80562,3.14001,1.9,1.1,Leeds Centre,2023.0
25845,05/03/2023 00:00,16.61531,46.83243,1.63374,1.4,1.1,Leeds Centre,2023.0
25847,05/03/2023 02:00,11.55193,53.8839,0.97396,2.2,-0.8,Leeds Centre,2023.0
25851,05/03/2023 06:00,17.1627,57.92519,1.06821,1.9,-2.6,Leeds Centre,2023.0
25853,05/03/2023 08:00,14.61567,60.36993,1.82225,1.6,-1.1,Leeds Centre,2023.0
25855,05/03/2023 10:00,15.03773,67.2052,3.23606,1.3,2.1,Leeds Centre,2023.0
25856,05/03/2023 11:00,12.9784,68.00348,2.79621,1.8,3.2,Leeds Centre,2023.0
25857,05/03/2023 12:00,13.2651,64.71057,2.9533,2.2,3.7,Leeds Centre,2023.0
25859,05/03/2023 14:00,16.04682,64.26154,2.9533,2.5,3.7,Leeds Centre,2023.0
25860,05/03/2023 15:00,17.96398,59.92089,3.14181,1.6,3.7,Leeds Centre,2023.0
25861,05/03/2023 16:00,18.82897,58.17466,2.89046,1.3,2.6,Leeds Centre,2023.0
25862,05/03/2023 17:00,30.7211,44.50411,3.20464,1.6,1.0,Leeds Centre,2023.0
25863,05/03/2023 18:00,31.88195,45.65164,1.75941,1.9,0.0,Leeds Centre,2023.0
25864,05/03/2023 19:00,22.05448,52.83616,1.09963,2.3,-0.5,Leeds Centre,2023.0
25866,05/03/2023 21:00,28.04062,43.55615,2.41919,2.1,-1.3,Leeds Centre,2023.0
25867,05/03/2023 22:00,45.76224,21.75313,5.93801,2.3,-1.5,Leeds Centre,2023.0
25868,05/03/2023 23:00,39.46188,25.14582,1.44523,2.3,-1.7,Leeds Centre,2023.0
25869,06/03/2023 00:00,27.56585,35.25737,0.79638,1.5,0.2,Leeds Centre,2023.0
25871,06/03/2023 02:00,19.61976,40.36303,0.47154,1.5,0.7,Leeds Centre,2023.0
25872,06/03/2023 03:00,17.07691,43.05723,0.47154,1.7,1.2,Leeds Centre,2023.0
25874,06/03/2023 05:00,17.64842,43.60605,1.06882,1.4,1.9,Leeds Centre,2023.0
25876,06/03/2023 07:00,33.12287,45.85121,4.24386,2.1,1.6,Leeds Centre,2023.0
25878,06/03/2023 09:00,38.52234,53.18541,7.35602,3.7,4.4,Leeds Centre,2023.0
25879,06/03/2023 10:00,25.38901,61.61724,5.56417,4.3,5.4,Leeds Centre,2023.0
25880,06/03/2023 11:00,17.42997,66.5566,4.80971,4.9,5.6,Leeds Centre,2023.0
25882,06/03/2023 13:00,17.71695,67.50455,4.93545,4.0,6.0,Leeds Centre,2023.0
25883,06/03/2023 14:00,15.22409,68.05337,4.65253,3.9,6.1,Leeds Centre,2023.0
25888,06/03/2023 19:00,26.12139,47.99659,3.77232,3.0,1.1,Leeds Centre,2023.0
25889,06/03/2023 20:00,28.33174,42.50841,3.30078,3.0,0.8,Leeds Centre,2023.0
25890,06/03/2023 21:00,23.63767,43.2568,2.20052,2.9,0.4,Leeds Centre,2023.0
25892,06/03/2023 23:00,9.10784,55.68003,1.1317,2.5,-0.8,Leeds Centre,2023.0
25893,07/03/2023 00:00,6.97104,63.79588,0.58714,1.9,-1.2,Leeds Centre,2023.0
25895,07/03/2023 02:00,5.46709,67.65423,0.59763,2.3,-0.6,Leeds Centre,2023.0
25897,07/03/2023 04:00,6.13857,67.65423,0.66053,2.3,-1.1,Leeds Centre,2023.0
25898,07/03/2023 05:00,10.69537,63.2138,1.03798,2.1,-1.8,Leeds Centre,2023.0
25901,07/03/2023 08:00,33.99921,46.35013,10.50562,3.8,0.9,Leeds Centre,2023.0
25902,07/03/2023 09:00,18.0441,61.2181,6.79405,3.8,2.4,Leeds Centre,2023.0
25903,07/03/2023 10:00,12.49033,65.70842,4.93827,3.4,3.7,Leeds Centre,2023.0
25907,07/03/2023 14:00,14.6993,68.5523,4.781,4.2,4.8,Leeds Centre,2023.0
25908,07/03/2023 15:00,15.8964,67.65423,5.15845,4.1,4.1,Leeds Centre,2023.0
25909,07/03/2023 16:00,20.73302,62.46541,6.63678,2.3,3.2,Leeds Centre,2023.0
25910,07/03/2023 17:00,36.34378,50.5411,11.48069,2.0,0.8,Leeds Centre,2023.0
25912,07/03/2023 19:00,30.45263,48.64519,3.33412,1.8,-1.6,Leeds Centre,2023.0
25913,07/03/2023 20:00,43.69504,34.12647,3.93174,1.5,-2.4,Leeds Centre,2023.0
25917,08/03/2023 00:00,54.61901,12.63943,6.75597,0.4,-4.0,Leeds Centre,2023.0
25920,08/03/2023 03:00,25.86922,34.02669,1.29035,1.8,-5.7,Leeds Centre,2023.0
25921,08/03/2023 04:00,12.23829,43.75572,0.66091,2.2,-5.1,Leeds Centre,2023.0
25924,08/03/2023 07:00,39.42702,22.70109,11.39283,2.1,-5.2,Leeds Centre,2023.0
25925,08/03/2023 08:00,36.77584,30.18496,12.74612,2.0,-4.0,Leeds Centre,2023.0
25926,08/03/2023 09:00,27.38467,38.31744,10.22837,2.2,-2.6,Leeds Centre,2023.0
25928,08/03/2023 11:00,23.37754,46.89895,6.86087,3.3,0.8,Leeds Centre,2023.0
25929,08/03/2023 12:00,18.97586,56.72777,4.84667,4.3,2.0,Leeds Centre,2023.0
25933,08/03/2023 18:00,25.8527,53.43487,3.43044,3.4,-0.1,Leeds Centre,2023.0
25938,08/03/2023 23:00,9.01849,66.75617,1.03857,3.3,-0.9,Leeds Centre,2023.0
25939,09/03/2023 00:00,7.87256,66.58986,0.9238,2.3,-0.7,Leeds Centre,2023.0
25940,09/03/2023 01:00,7.61728,68.05337,0.79783,2.4,-1.6,Leeds Centre,2023.0
25941,09/03/2023 02:00,6.09951,65.80821,0.31493,2.5,-2.0,Leeds Centre,2023.0
25942,09/03/2023 03:00,7.58824,59.92089,0.40941,2.3,-2.4,Leeds Centre,2023.0
25943,09/03/2023 04:00,9.89157,55.231,0.78733,2.3,-2.5,Leeds Centre,2023.0
25951,09/03/2023 12:00,35.54157,46.5996,7.93632,5.5,2.2,Leeds Centre,2023.0
25952,09/03/2023 13:00,35.63524,45.9011,8.25125,5.5,2.1,Leeds Centre,2023.0
25953,09/03/2023 14:00,26.67958,56.42842,4.47205,4.9,1.8,Leeds Centre,2023.0
25955,09/03/2023 16:00,32.39084,47.34798,5.29088,4.7,1.2,Leeds Centre,2023.0
25956,09/03/2023 17:00,27.54442,50.34153,4.47205,5.5,0.9,Leeds Centre,2023.0
25959,09/03/2023 20:00,13.63413,65.25939,1.44869,5.4,0.3,Leeds Centre,2023.0
25960,09/03/2023 21:00,11.08838,69.05122,1.35421,6.0,0.6,Leeds Centre,2023.0
25961,09/03/2023 22:00,9.50671,68.40262,0.85032,5.6,0.6,Leeds Centre,2023.0
25962,09/03/2023 23:00,6.81464,70.09896,1.03928,6.3,0.6,Leeds Centre,2023.0
25963,10/03/2023 00:00,3.64965,76.23574,0.58828,6.8,0.8,Leeds Centre,2023.0
25964,10/03/2023 01:00,1.72738,83.95245,0.46222,6.6,0.7,Leeds Centre,2023.0
25966,10/03/2023 03:00,1.7749,85.91489,0.53575,6.3,0.5,Leeds Centre,2023.0
25971,10/03/2023 08:00,14.39729,72.89294,3.52965,3.8,1.3,Leeds Centre,2023.0
25972,10/03/2023 09:00,14.05445,71.09681,4.34904,5.7,1.6,Leeds Centre,2023.0
25974,10/03/2023 11:00,13.03994,71.24649,4.97933,5.0,3.3,Leeds Centre,2023.0
25975,10/03/2023 12:00,13.75778,74.73897,5.42054,5.7,4.1,Leeds Centre,2023.0
25977,10/03/2023 14:00,11.12586,77.38327,3.78177,3.9,4.2,Leeds Centre,2023.0
25978,10/03/2023 15:00,15.05885,72.34413,5.04236,2.8,3.9,Leeds Centre,2023.0
25979,10/03/2023 16:00,19.6304,68.00348,4.53812,0.9,3.1,Leeds Centre,2023.0
25980,10/03/2023 17:00,27.84838,58.92304,5.04236,2.1,0.9,Leeds Centre,2023.0
25981,10/03/2023 18:00,61.44635,26.24346,19.0034,2.1,-0.5,Leeds Centre,2023.0
25982,10/03/2023 19:00,97.57899,2.39484,66.18098,2.2,-1.4,Leeds Centre,2023.0
25983,10/03/2023 20:00,77.94787,7.63355,24.01424,2.2,-2.1,Leeds Centre,2023.0
25985,10/03/2023 22:00,62.21681,13.72044,12.56388,1.9,-3.3,Leeds Centre,2023.0
25986,10/03/2023 23:00,62.09924,13.07184,9.07625,1.9,-3.9,Leeds Centre,2023.0
25987,11/03/2023 00:00,56.99284,15.36689,5.21398,2.0,-4.0,Leeds Centre,2023.0
25990,11/03/2023 03:00,45.8929,16.11528,7.50561,2.3,-5.0,Leeds Centre,2023.0
25991,11/03/2023 04:00,31.9841,33.9269,1.63988,1.9,-5.3,Leeds Centre,2023.0
25992,11/03/2023 05:00,25.25205,39.21551,1.10377,1.7,-5.5,Leeds Centre,2023.0
25993,11/03/2023 06:00,34.93392,31.18281,6.02341,1.9,-5.6,Leeds Centre,2023.0
25995,11/03/2023 08:00,51.18605,15.71614,32.76609,1.6,-3.1,Leeds Centre,2023.0
25996,11/03/2023 09:00,44.27455,33.12862,24.18825,1.0,0.2,Leeds Centre,2023.0
25997,11/03/2023 10:00,38.2272,43.75572,15.8627,1.3,2.0,Leeds Centre,2023.0
25999,11/03/2023 12:00,17.0466,71.09681,4.50967,2.1,2.7,Leeds Centre,2023.0
26002,11/03/2023 15:00,27.53929,61.91659,4.03663,2.3,2.4,Leeds Centre,2023.0
26005,11/03/2023 18:00,24.66341,60.22025,2.58597,4.6,0.9,Leeds Centre,2023.0
26007,11/03/2023 20:00,18.75651,61.81681,1.10377,5.0,0.7,Leeds Centre,2023.0
26008,11/03/2023 21:00,18.80558,55.48046,0.97762,4.8,1.0,Leeds Centre,2023.0
26009,11/03/2023 22:00,20.38835,48.62856,1.63988,4.1,0.5,Leeds Centre,2023.0
26011,12/03/2023 00:00,17.00259,48.56203,1.34646,3.6,1.7,Leeds Centre,2023.0
26012,12/03/2023 01:00,23.29029,36.72088,1.85138,2.8,2.9,Leeds Centre,2023.0
26013,12/03/2023 02:00,29.02522,28.13937,1.16763,3.1,4.2,Leeds Centre,2023.0
26020,12/03/2023 09:00,8.41493,74.73897,1.48321,4.5,8.1,Leeds Centre,2023.0
26022,12/03/2023 11:00,17.40121,63.41337,3.81847,4.5,8.9,Leeds Centre,2023.0
26024,12/03/2023 13:00,9.18008,77.73252,2.17748,2.5,10.3,Leeds Centre,2023.0
26025,12/03/2023 14:00,8.70263,79.57854,1.641,4.7,11.5,Leeds Centre,2023.0
26026,12/03/2023 15:00,9.5195,76.4852,1.8619,4.1,9.5,Leeds Centre,2023.0
26027,12/03/2023 16:00,10.38691,72.84305,1.76723,3.7,8.7,Leeds Centre,2023.0
26028,12/03/2023 17:00,15.39014,62.11616,2.33526,3.8,8.8,Leeds Centre,2023.0
26029,12/03/2023 18:00,13.90038,61.11831,1.95657,3.7,8.9,Leeds Centre,2023.0
26031,12/03/2023 20:00,20.83483,49.94239,1.83034,5.8,9.0,Leeds Centre,2023.0
26032,12/03/2023 21:00,17.37142,47.59745,1.38853,5.8,9.6,Leeds Centre,2023.0
26033,12/03/2023 22:00,18.46503,41.31099,3.21888,6.2,10.3,Leeds Centre,2023.0
26035,13/03/2023 00:00,10.07788,40.37966,1.13685,6.3,10.9,Leeds Centre,2023.0
26036,13/03/2023 01:00,1.41054,44.83673,0.37895,6.9,11.0,Leeds Centre,2023.0
26037,13/03/2023 02:00,1.05862,44.20476,0.18948,7.7,11.4,Leeds Centre,2023.0
26038,13/03/2023 03:00,1.15332,45.50196,0.41053,7.7,11.6,Leeds Centre,2023.0
26039,13/03/2023 04:00,1.5865,54.98154,0.47369,7.1,10.7,Leeds Centre,2023.0
26041,13/03/2023 06:00,6.59498,69.8495,0.82106,8.1,9.9,Leeds Centre,2023.0
26043,13/03/2023 08:00,14.34067,71.74542,2.40001,8.8,9.6,Leeds Centre,2023.0
26044,13/03/2023 09:00,15.10853,71.59574,2.81053,8.9,9.7,Leeds Centre,2023.0
26050,13/03/2023 15:00,16.75269,69.00133,2.02106,7.3,9.6,Leeds Centre,2023.0
26052,13/03/2023 17:00,24.88955,57.57595,2.84211,6.8,9.4,Leeds Centre,2023.0
26053,13/03/2023 18:00,31.53674,56.02928,3.12632,6.3,9.1,Leeds Centre,2023.0
26055,13/03/2023 20:00,9.7668,69.10111,1.92632,5.2,7.5,Leeds Centre,2023.0
26056,13/03/2023 21:00,10.63528,69.8495,1.76843,6.9,5.0,Leeds Centre,2023.0
26057,13/03/2023 22:00,7.02602,71.74542,1.16842,7.1,3.5,Leeds Centre,2023.0
26058,13/03/2023 23:00,5.77349,73.34198,1.13685,8.2,3.2,Leeds Centre,2023.0
26059,14/03/2023 00:00,2.76008,80.82585,0.58988,6.0,3.2,Leeds Centre,2023.0
26060,14/03/2023 01:00,1.47491,88.07689,0.50561,6.1,3.0,Leeds Centre,2023.0
26061,14/03/2023 02:00,1.92588,84.21854,0.37921,5.3,3.2,Leeds Centre,2023.0
26062,14/03/2023 03:00,0.96153,79.27918,0.37921,5.6,2.8,Leeds Centre,2023.0
26063,14/03/2023 04:00,1.87766,74.33983,0.37921,5.1,1.2,Leeds Centre,2023.0
26065,14/03/2023 06:00,15.40492,57.07702,3.31805,2.8,-0.4,Leeds Centre,2023.0
26067,14/03/2023 08:00,22.03139,50.79057,7.0153,3.8,2.7,Leeds Centre,2023.0
26068,14/03/2023 09:00,25.4835,50.29164,9.63814,4.6,3.0,Leeds Centre,2023.0
26072,14/03/2023 13:00,16.50238,70.39832,4.86647,6.1,4.8,Leeds Centre,2023.0
26075,14/03/2023 16:00,22.76008,59.27229,6.28849,4.2,3.4,Leeds Centre,2023.0
26076,14/03/2023 17:00,25.70395,57.42627,5.94089,3.9,2.7,Leeds Centre,2023.0
26079,14/03/2023 20:00,40.96384,37.9183,2.84404,2.3,-0.4,Leeds Centre,2023.0
26081,14/03/2023 22:00,27.80464,44.75357,2.27523,2.1,-1.8,Leeds Centre,2023.0
26084,15/03/2023 01:00,19.67802,43.24017,1.18055,1.5,-3.6,Leeds Centre,2023.0
26086,15/03/2023 03:00,18.81074,39.81422,1.0119,1.7,-4.6,Leeds Centre,2023.0
26087,15/03/2023 04:00,26.14034,23.69894,1.64434,1.8,-5.0,Leeds Centre,2023.0
26088,15/03/2023 05:00,30.03843,19.75743,3.0357,1.7,-4.9,Leeds Centre,2023.0
26090,15/03/2023 07:00,54.09262,8.6813,32.25432,1.6,-2.6,Leeds Centre,2023.0
26093,15/03/2023 10:00,49.14495,29.23701,22.73614,4.1,5.4,Leeds Centre,2023.0
26095,15/03/2023 12:00,20.85183,56.62799,5.56545,3.5,5.6,Leeds Centre,2023.0
26096,15/03/2023 13:00,18.82759,59.57165,5.24923,3.2,5.6,Leeds Centre,2023.0
26097,15/03/2023 14:00,24.89538,53.38498,6.86195,3.2,5.6,Leeds Centre,2023.0
26098,15/03/2023 15:00,27.35763,51.73852,6.67222,3.0,5.2,Leeds Centre,2023.0
26100,15/03/2023 17:00,52.18017,25.89421,10.34036,3.1,4.7,Leeds Centre,2023.0
26101,15/03/2023 18:00,52.92668,22.90066,7.27303,4.0,4.5,Leeds Centre,2023.0
26102,15/03/2023 19:00,38.52139,32.03099,4.30058,4.4,4.6,Leeds Centre,2023.0
26103,15/03/2023 20:00,34.33707,30.38453,2.46651,4.7,4.9,Leeds Centre,2023.0
26104,15/03/2023 21:00,36.02495,34.82497,2.593,5.2,5.3,Leeds Centre,2023.0
26105,15/03/2023 23:00,25.07013,41.06153,2.81435,5.5,5.8,Leeds Centre,2023.0
26106,16/03/2023 00:00,22.00851,43.9054,1.35012,5.3,6.1,Leeds Centre,2023.0
26109,16/03/2023 03:00,13.75501,47.09852,0.88601,4.8,7.9,Leeds Centre,2023.0
26110,16/03/2023 04:00,23.89346,34.42583,1.10752,5.4,8.9,Leeds Centre,2023.0
26112,16/03/2023 06:00,22.62753,51.43917,2.53147,3.6,8.6,Leeds Centre,2023.0
26116,16/03/2023 10:00,18.60674,59.62154,4.30349,6.7,11.3,Leeds Centre,2023.0
26118,16/03/2023 12:00,31.19287,47.19831,6.55017,7.2,12.2,Leeds Centre,2023.0
26122,16/03/2023 16:00,22.41365,51.18971,5.34772,4.9,10.3,Leeds Centre,2023.0
26123,16/03/2023 17:00,40.50672,31.68174,7.27796,3.9,10.1,Leeds Centre,2023.0
26124,16/03/2023 18:00,34.68857,35.62325,3.95541,3.6,10.0,Leeds Centre,2023.0
26125,16/03/2023 19:00,32.71117,35.17421,3.63898,3.2,10.0,Leeds Centre,2023.0
26127,16/03/2023 21:00,27.06053,36.6211,3.7972,2.7,8.7,Leeds Centre,2023.0
26128,16/03/2023 22:00,21.32591,42.75787,2.24668,2.7,7.4,Leeds Centre,2023.0
26129,16/03/2023 23:00,18.28621,47.99659,1.93024,2.7,6.7,Leeds Centre,2023.0
26131,17/03/2023 01:00,10.94611,58.7401,0.88661,2.4,6.0,Leeds Centre,2023.0
26132,17/03/2023 02:00,16.95509,47.94669,0.72829,2.6,6.1,Leeds Centre,2023.0
26133,17/03/2023 03:00,17.34211,48.14626,0.66496,2.6,5.8,Leeds Centre,2023.0
26135,17/03/2023 05:00,35.69432,27.44088,1.96321,2.2,5.8,Leeds Centre,2023.0
26136,17/03/2023 06:00,57.96746,7.9828,15.51572,2.4,5.7,Leeds Centre,2023.0
26139,17/03/2023 09:00,41.72258,34.12647,16.78231,3.3,8.3,Leeds Centre,2023.0
26140,17/03/2023 10:00,27.51906,47.04863,9.81607,2.6,9.5,Leeds Centre,2023.0
26143,17/03/2023 13:00,15.29042,71.44606,3.70477,3.7,11.4,Leeds Centre,2023.0
26144,17/03/2023 14:00,16.98465,70.94714,3.29313,2.9,11.4,Leeds Centre,2023.0
26146,17/03/2023 16:00,22.48065,65.75832,5.00303,2.5,11.0,Leeds Centre,2023.0
26147,17/03/2023 17:00,38.17408,50.69078,6.45961,2.5,8.8,Leeds Centre,2023.0
26148,17/03/2023 18:00,41.85661,43.55615,5.06636,2.3,8.3,Leeds Centre,2023.0
26151,17/03/2023 21:00,65.97283,12.57291,4.46473,2.3,7.8,Leeds Centre,2023.0
26152,17/03/2023 22:00,66.96601,6.18667,7.40955,2.3,8.0,Leeds Centre,2023.0
26156,18/03/2023 02:00,50.49702,3.69205,4.59449,2.4,8.2,Leeds Centre,2023.0
26157,18/03/2023 03:00,49.8668,3.54237,4.8163,2.3,7.9,Leeds Centre,2023.0
26158,18/03/2023 04:00,42.89731,6.78538,5.70351,2.7,7.7,Leeds Centre,2023.0
26161,18/03/2023 07:00,41.93965,7.68345,11.05847,2.4,7.6,Leeds Centre,2023.0
26162,18/03/2023 08:00,38.30961,16.81377,11.53376,2.3,8.1,Leeds Centre,2023.0
