,date,NO2,O3,NO,Wind Speed,Temperature,site,Year
26163,18/03/2023 09:00,27.55282,32.23056,7.92154,2.5,8.7,Leeds Centre,2023.0
26164,18/03/2023 10:00,17.23053,50.64089,4.40438,2.0,9.3,Leeds Centre,2023.0
26165,18/03/2023 11:00,22.7358,49.29379,5.38665,1.3,9.9,Leeds Centre,2023.0
26166,18/03/2023 12:00,22.82998,48.19616,5.7352,1.0,10.5,Leeds Centre,2023.0
26167,18/03/2023 13:00,22.44752,50.79057,5.13316,1.1,10.8,Leeds Centre,2023.0
26169,18/03/2023 15:00,20.86011,59.77122,3.99246,1.2,10.5,Leeds Centre,2023.0
26170,18/03/2023 16:00,22.40814,59.17251,3.8974,1.4,10.0,Leeds Centre,2023.0
26171,18/03/2023 17:00,28.78909,52.93594,4.15089,1.5,9.5,Leeds Centre,2023.0
26173,18/03/2023 19:00,27.63549,52.93594,3.2003,1.4,7.3,Leeds Centre,2023.0
26175,18/03/2023 21:00,18.36341,64.511,1.55262,1.6,6.9,Leeds Centre,2023.0
26176,18/03/2023 22:00,13.23507,71.09681,1.93286,0.6,6.6,Leeds Centre,2023.0
26177,18/03/2023 23:00,7.4855,72.59359,1.29913,3.8,7.0,Leeds Centre,2023.0
26178,19/03/2023 00:00,6.76586,74.9718,1.18375,3.4,4.7,Leeds Centre,2023.0
26182,19/03/2023 04:00,17.8951,64.16176,1.20489,3.5,3.8,Leeds Centre,2023.0
26183,19/03/2023 05:00,9.23651,65.80821,0.79269,3.3,3.4,Leeds Centre,2023.0
26185,19/03/2023 07:00,10.00226,59.62154,1.96587,4.0,5.3,Leeds Centre,2023.0
26187,19/03/2023 09:00,6.12933,67.70412,2.21953,4.5,8.3,Leeds Centre,2023.0
26189,19/03/2023 11:00,10.86707,71.74542,2.82198,4.4,10.0,Leeds Centre,2023.0
26190,19/03/2023 12:00,11.24845,70.19875,3.61467,4.6,9.2,Leeds Centre,2023.0
26191,19/03/2023 13:00,9.75207,71.49595,3.10734,4.5,8.2,Leeds Centre,2023.0
26193,19/03/2023 15:00,16.3343,72.59359,2.9171,3.6,7.4,Leeds Centre,2023.0
26195,19/03/2023 17:00,14.74503,72.4938,1.87075,1.9,4.3,Leeds Centre,2023.0
26198,19/03/2023 20:00,16.49114,62.66498,1.30001,1.3,4.3,Leeds Centre,2023.0
26199,19/03/2023 21:00,18.42692,57.07702,1.2683,1.9,4.3,Leeds Centre,2023.0
26201,19/03/2023 23:00,19.73089,49.8925,1.61709,2.4,5.0,Leeds Centre,2023.0
26202,20/03/2023 00:00,8.06683,68.38599,0.50767,2.5,6.1,Leeds Centre,2023.0
26203,20/03/2023 01:00,8.8416,66.32376,0.50767,1.7,6.4,Leeds Centre,2023.0
26204,20/03/2023 02:00,10.98948,62.06627,0.34902,1.6,6.4,Leeds Centre,2023.0
26205,20/03/2023 03:00,12.39329,57.42627,0.41248,1.8,6.6,Leeds Centre,2023.0
26206,20/03/2023 04:00,16.4583,47.19831,0.7615,1.7,6.7,Leeds Centre,2023.0
26207,20/03/2023 05:00,23.91474,36.37163,0.85668,1.6,6.8,Leeds Centre,2023.0
26209,20/03/2023 07:00,40.77191,24.34754,13.51656,1.9,7.4,Leeds Centre,2023.0
26210,20/03/2023 08:00,67.3478,2.09549,68.6616,2.1,7.8,Leeds Centre,2023.0
26211,20/03/2023 09:00,59.44466,6.43613,43.08801,2.4,8.4,Leeds Centre,2023.0
26212,20/03/2023 10:00,31.38971,35.47357,11.86665,3.0,9.4,Leeds Centre,2023.0
26213,20/03/2023 11:00,20.10953,48.49551,4.79108,4.4,11.1,Leeds Centre,2023.0
26214,20/03/2023 12:00,18.99262,49.59315,5.23529,4.3,12.0,Leeds Centre,2023.0
26215,20/03/2023 13:00,20.83496,46.89895,4.918,3.9,12.6,Leeds Centre,2023.0
26216,20/03/2023 14:00,27.80102,41.56045,5.86987,2.6,12.6,Leeds Centre,2023.0
26217,20/03/2023 15:00,32.42708,35.72303,9.01104,2.6,12.7,Leeds Centre,2023.0
26218,20/03/2023 16:00,31.71462,41.56045,7.07557,1.9,11.9,Leeds Centre,2023.0
26221,20/03/2023 19:00,33.18939,31.48217,3.99786,2.2,10.3,Leeds Centre,2023.0
26222,20/03/2023 20:00,32.3155,26.49292,4.31515,2.8,10.3,Leeds Centre,2023.0
26223,20/03/2023 21:00,28.93137,24.09808,3.55365,2.5,10.1,Leeds Centre,2023.0
26225,20/03/2023 23:00,29.37742,21.9527,2.12584,2.9,10.2,Leeds Centre,2023.0
26229,21/03/2023 03:00,13.3044,55.48046,0.71968,3.6,9.9,Leeds Centre,2023.0
26239,21/03/2023 13:00,8.56083,84.26843,2.25428,6.3,13.0,Leeds Centre,2023.0
26241,21/03/2023 15:00,10.935,79.02972,2.28603,5.4,11.9,Leeds Centre,2023.0
26242,21/03/2023 16:00,12.53295,70.79746,2.44478,5.4,11.4,Leeds Centre,2023.0
26244,21/03/2023 18:00,22.4166,63.46326,2.66704,4.4,9.0,Leeds Centre,2023.0
26246,21/03/2023 20:00,13.25754,69.60004,2.76229,5.6,8.4,Leeds Centre,2023.0
26248,21/03/2023 22:00,19.54406,60.76907,4.57206,6.1,8.7,Leeds Centre,2023.0
26250,22/03/2023 00:00,10.78598,69.05122,1.60978,7.8,9.7,Leeds Centre,2023.0
26253,22/03/2023 03:00,2.27549,78.78026,0.50835,7.3,10.5,Leeds Centre,2023.0
26254,22/03/2023 04:00,1.30611,81.97338,0.44481,5.9,9.6,Leeds Centre,2023.0
26255,22/03/2023 05:00,3.53671,83.12091,0.44481,5.4,8.3,Leeds Centre,2023.0
26256,22/03/2023 06:00,7.26401,90.85424,1.36619,5.1,7.6,Leeds Centre,2023.0
26257,22/03/2023 07:00,10.51,85.46585,1.77923,6.2,8.5,Leeds Centre,2023.0
26258,22/03/2023 08:00,15.54206,78.83015,3.33605,6.9,9.2,Leeds Centre,2023.0
26259,22/03/2023 09:00,16.31342,77.98198,3.97148,6.8,9.9,Leeds Centre,2023.0
26260,22/03/2023 10:00,9.87376,84.31833,2.60529,6.6,11.0,Leeds Centre,2023.0
26261,22/03/2023 11:00,10.36025,84.36822,2.38289,6.5,11.7,Leeds Centre,2023.0
26262,22/03/2023 12:00,9.24248,88.01037,2.73238,6.6,12.1,Leeds Centre,2023.0
26263,22/03/2023 13:00,10.16696,88.70887,2.28757,6.3,12.0,Leeds Centre,2023.0
26264,22/03/2023 14:00,12.53696,85.36607,3.14542,6.0,12.3,Leeds Centre,2023.0
26265,22/03/2023 15:00,14.33046,82.42241,3.24073,5.9,11.5,Leeds Centre,2023.0
26266,22/03/2023 16:00,18.06451,78.28133,3.20896,5.7,10.6,Leeds Centre,2023.0
26268,22/03/2023 18:00,21.36461,75.38757,2.8277,5.0,8.5,Leeds Centre,2023.0
26269,22/03/2023 19:00,23.73911,70.44821,3.0501,5.3,8.3,Leeds Centre,2023.0
26270,22/03/2023 20:00,27.6489,65.05982,5.59185,4.9,8.2,Leeds Centre,2023.0
26271,22/03/2023 21:00,26.91433,60.96864,6.60855,5.1,8.3,Leeds Centre,2023.0
26273,22/03/2023 23:00,7.603,80.72607,1.42973,5.0,7.7,Leeds Centre,2023.0
26274,23/03/2023 00:00,5.49269,87.07904,0.97499,5.9,7.1,Leeds Centre,2023.0
26275,23/03/2023 01:00,3.74607,89.60693,0.9326,5.4,6.6,Leeds Centre,2023.0
26278,23/03/2023 04:00,3.34468,83.32048,0.50869,6.0,6.2,Leeds Centre,2023.0
26279,23/03/2023 05:00,6.68935,77.8323,1.01739,6.5,6.3,Leeds Centre,2023.0
26280,23/03/2023 06:00,12.11906,73.64133,1.74863,7.3,6.9,Leeds Centre,2023.0
26281,23/03/2023 07:00,15.17101,72.34413,2.47988,8.1,8.1,Leeds Centre,2023.0
26286,23/03/2023 12:00,10.41306,76.4852,2.8296,7.1,11.5,Leeds Centre,2023.0
26287,23/03/2023 13:00,11.04523,75.73682,2.63884,6.5,11.3,Leeds Centre,2023.0
26288,23/03/2023 14:00,12.59201,75.03832,3.49726,7.7,12.1,Leeds Centre,2023.0
26289,23/03/2023 15:00,15.01783,71.34628,3.56085,6.5,11.5,Leeds Centre,2023.0
26290,23/03/2023 16:00,27.52711,61.06842,5.02334,5.0,10.7,Leeds Centre,2023.0
26291,23/03/2023 17:00,24.27657,66.75617,4.92796,3.9,9.2,Leeds Centre,2023.0
26292,23/03/2023 18:00,33.1603,55.13121,4.41927,3.8,8.2,Leeds Centre,2023.0
26294,23/03/2023 20:00,25.07445,57.32648,1.8758,2.9,6.6,Leeds Centre,2023.0
26295,23/03/2023 21:00,17.21646,68.15316,1.4307,2.6,5.7,Leeds Centre,2023.0
26297,23/03/2023 23:00,8.92085,77.1837,1.11277,3.2,5.6,Leeds Centre,2023.0
26300,24/03/2023 02:00,3.15371,84.36822,0.38178,5.6,6.0,Leeds Centre,2023.0
26304,24/03/2023 06:00,11.25783,76.5351,1.14533,4.1,5.8,Leeds Centre,2023.0
26308,24/03/2023 10:00,9.20654,77.28348,2.83151,6.5,10.8,Leeds Centre,2023.0
26310,24/03/2023 12:00,11.68375,79.1794,2.73607,7.2,12.0,Leeds Centre,2023.0
26311,24/03/2023 13:00,11.04803,80.97553,3.37236,7.3,12.1,Leeds Centre,2023.0
26314,24/03/2023 16:00,12.21924,77.98198,2.54518,6.0,9.9,Leeds Centre,2023.0
26316,24/03/2023 18:00,14.16407,74.58929,2.19522,5.3,7.4,Leeds Centre,2023.0
26321,24/03/2023 23:00,8.44204,75.43746,1.04989,6.9,6.8,Leeds Centre,2023.0
26323,25/03/2023 01:00,4.27184,76.7014,0.63672,7.4,7.3,Leeds Centre,2023.0
26324,25/03/2023 02:00,3.64144,78.33123,0.44571,7.4,6.8,Leeds Centre,2023.0
26327,25/03/2023 05:00,14.27885,76.78456,1.11427,7.6,7.1,Leeds Centre,2023.0
26328,25/03/2023 06:00,16.94797,73.64133,1.62364,7.7,6.9,Leeds Centre,2023.0
26329,25/03/2023 07:00,19.03242,73.29208,2.35588,7.3,7.1,Leeds Centre,2023.0
26330,25/03/2023 08:00,18.78592,73.99058,2.86525,7.1,8.0,Leeds Centre,2023.0
26335,25/03/2023 13:00,15.18136,75.93639,4.10686,6.3,10.4,Leeds Centre,2023.0
26337,25/03/2023 15:00,17.5143,74.78886,4.04319,5.0,9.4,Leeds Centre,2023.0
26338,25/03/2023 16:00,21.35653,69.8495,3.56565,3.2,8.1,Leeds Centre,2023.0
26340,25/03/2023 18:00,23.25831,63.76262,2.61057,1.3,7.1,Leeds Centre,2023.0
26341,25/03/2023 19:00,11.21567,65.60864,1.36895,1.5,7.0,Leeds Centre,2023.0
26343,25/03/2023 21:00,10.14904,68.5523,1.01876,1.5,5.9,Leeds Centre,2023.0
26344,25/03/2023 22:00,11.16818,68.15316,1.20977,1.7,5.9,Leeds Centre,2023.0
26348,26/03/2023 02:00,3.44732,75.48735,0.76458,3.7,4.4,Leeds Centre,2023.0
26349,26/03/2023 03:00,2.52383,75.08821,0.70087,3.8,4.4,Leeds Centre,2023.0
26351,26/03/2023 05:00,2.42635,75.88649,0.73272,3.7,3.5,Leeds Centre,2023.0
26352,26/03/2023 06:00,3.20352,75.98628,0.86015,3.8,2.6,Leeds Centre,2023.0
26353,26/03/2023 07:00,4.27202,75.63703,1.0513,3.9,3.3,Leeds Centre,2023.0
26355,26/03/2023 09:00,4.173,78.92994,1.30616,4.8,5.3,Leeds Centre,2023.0
26356,26/03/2023 10:00,4.17147,82.57209,1.52916,5.3,6.1,Leeds Centre,2023.0
26357,26/03/2023 11:00,5.14293,77.76578,1.68845,5.3,6.7,Leeds Centre,2023.0
26358,26/03/2023 12:00,6.79496,76.16922,1.8796,5.3,7.2,Leeds Centre,2023.0
26359,26/03/2023 13:00,7.62208,76.58499,1.81588,4.8,7.1,Leeds Centre,2023.0
26360,26/03/2023 14:00,7.42844,76.28563,1.68845,5.8,7.5,Leeds Centre,2023.0
26362,26/03/2023 16:00,6.01955,79.77811,1.49731,3.9,6.0,Leeds Centre,2023.0
26363,26/03/2023 17:00,9.37686,76.68477,1.21059,2.6,4.9,Leeds Centre,2023.0
26365,26/03/2023 19:00,7.43306,79.32908,1.01944,3.1,2.8,Leeds Centre,2023.0
26369,26/03/2023 23:00,7.82318,73.44176,0.86015,2.6,0.8,Leeds Centre,2023.0
26372,27/03/2023 02:00,2.86736,78.78026,0.54194,2.0,-1.6,Leeds Centre,2023.0
26373,27/03/2023 03:00,4.03547,76.73467,0.51007,2.0,-2.3,Leeds Centre,2023.0
26376,27/03/2023 06:00,27.95064,52.5867,4.3993,2.1,-1.5,Leeds Centre,2023.0
26379,27/03/2023 09:00,13.01462,76.5351,3.92112,1.9,5.1,Leeds Centre,2023.0
26381,27/03/2023 11:00,7.52496,80.87574,2.5822,1.5,6.9,Leeds Centre,2023.0
26383,27/03/2023 13:00,11.89692,77.33338,3.69797,0.3,7.3,Leeds Centre,2023.0
26386,27/03/2023 16:00,31.73188,56.92734,6.50332,2.1,5.7,Leeds Centre,2023.0
26388,27/03/2023 18:00,42.11308,40.96174,4.14427,2.4,3.2,Leeds Centre,2023.0
26389,27/03/2023 19:00,45.33657,34.77507,2.4228,2.5,2.5,Leeds Centre,2023.0
26392,27/03/2023 22:00,56.43066,14.71829,9.65934,2.6,1.6,Leeds Centre,2023.0
26393,27/03/2023 23:00,43.58276,22.45163,2.70972,2.8,1.4,Leeds Centre,2023.0
26394,28/03/2023 00:00,58.5587,5.9871,10.54841,2.3,1.3,Leeds Centre,2023.0
26395,28/03/2023 01:00,50.94631,12.50639,3.31765,2.3,1.1,Leeds Centre,2023.0
26398,28/03/2023 04:00,43.90504,14.91786,2.80724,3.1,3.8,Leeds Centre,2023.0
26400,28/03/2023 06:00,60.43349,9.03054,14.13189,3.6,4.3,Leeds Centre,2023.0
26405,28/03/2023 11:00,48.84571,22.85077,13.84479,4.0,7.5,Leeds Centre,2023.0
26406,28/03/2023 12:00,45.67784,24.597,14.22759,4.5,8.6,Leeds Centre,2023.0
26408,28/03/2023 14:00,37.58611,45.9011,8.26221,4.5,8.7,Leeds Centre,2023.0
26409,28/03/2023 15:00,54.88861,25.9441,13.17488,4.3,8.5,Leeds Centre,2023.0
26410,28/03/2023 16:00,53.72142,24.29765,12.95158,4.9,8.6,Leeds Centre,2023.0
26411,28/03/2023 17:00,43.52577,30.08518,8.45362,4.4,8.8,Leeds Centre,2023.0
26412,28/03/2023 18:00,34.01751,36.12217,3.12624,4.1,8.8,Leeds Centre,2023.0
26413,28/03/2023 19:00,39.49959,28.23916,6.15678,3.2,7.8,Leeds Centre,2023.0
26414,28/03/2023 20:00,51.13911,12.57291,5.99728,2.3,6.5,Leeds Centre,2023.0
26416,28/03/2023 22:00,29.53744,34.97464,3.12624,3.0,8.7,Leeds Centre,2023.0
26417,28/03/2023 23:00,21.12382,39.81422,1.53122,2.5,6.8,Leeds Centre,2023.0
26418,29/03/2023 00:00,19.93555,38.98267,1.7025,3.1,6.6,Leeds Centre,2023.0
26419,29/03/2023 01:00,12.47043,52.08777,0.681,3.0,7.5,Leeds Centre,2023.0
26423,29/03/2023 05:00,45.28385,16.56431,5.26711,2.0,6.7,Leeds Centre,2023.0
26424,29/03/2023 06:00,58.84002,6.28646,18.35507,2.6,7.2,Leeds Centre,2023.0
26425,29/03/2023 07:00,66.79002,5.03914,53.40527,3.4,7.7,Leeds Centre,2023.0
26426,29/03/2023 08:00,50.34494,20.40603,20.71729,3.5,7.6,Leeds Centre,2023.0
26428,29/03/2023 10:00,37.73084,31.38238,12.44953,3.3,9.7,Leeds Centre,2023.0
26429,29/03/2023 11:00,24.32324,47.49766,6.22476,3.7,11.2,Leeds Centre,2023.0
26430,29/03/2023 12:00,27.9623,37.71873,8.55506,4.3,11.5,Leeds Centre,2023.0
26432,29/03/2023 14:00,31.21646,32.82927,10.15115,3.8,12.2,Leeds Centre,2023.0
26433,29/03/2023 15:00,33.83304,29.13722,12.35376,3.5,12.2,Leeds Centre,2023.0
26434,29/03/2023 16:00,16.14944,53.83401,4.30945,3.4,11.8,Leeds Centre,2023.0
26435,29/03/2023 17:00,13.23898,60.27014,2.3303,3.0,11.0,Leeds Centre,2023.0
26436,29/03/2023 18:00,13.33902,60.61939,1.94723,2.6,10.6,Leeds Centre,2023.0
26437,29/03/2023 19:00,19.91657,51.93809,2.10684,2.3,10.3,Leeds Centre,2023.0
26438,29/03/2023 20:00,25.51477,44.45422,2.96873,2.5,10.4,Leeds Centre,2023.0
26440,29/03/2023 22:00,19.38118,43.95529,2.01108,2.8,9.2,Leeds Centre,2023.0
26441,29/03/2023 23:00,24.55137,44.554,1.3088,3.5,9.3,Leeds Centre,2023.0
26442,30/03/2023 00:00,18.19837,59.60491,1.06478,1.9,9.5,Leeds Centre,2023.0
26446,30/03/2023 04:00,7.84684,76.33553,0.63887,4.6,9.7,Leeds Centre,2023.0
26447,30/03/2023 05:00,11.44986,79.92779,1.46939,5.2,9.6,Leeds Centre,2023.0
26450,30/03/2023 08:00,27.27463,63.26369,5.0151,5.4,11.0,Leeds Centre,2023.0
26451,30/03/2023 09:00,18.11414,70.39832,3.92903,5.0,12.7,Leeds Centre,2023.0
26452,30/03/2023 10:00,13.4862,73.44176,3.22627,5.5,13.2,Leeds Centre,2023.0
26457,30/03/2023 15:00,19.67011,67.50455,4.59983,4.9,13.6,Leeds Centre,2023.0
26459,30/03/2023 17:00,18.56095,63.26369,2.74712,2.5,11.1,Leeds Centre,2023.0
26461,30/03/2023 19:00,24.5141,53.78412,2.17214,2.6,7.7,Leeds Centre,2023.0
26463,30/03/2023 21:00,34.60755,34.92475,2.29992,2.9,7.2,Leeds Centre,2023.0
26464,30/03/2023 22:00,28.42257,37.9183,1.08607,3.0,7.8,Leeds Centre,2023.0
26465,30/03/2023 23:00,25.20474,38.91615,0.99024,3.0,7.6,Leeds Centre,2023.0
26466,31/03/2023 00:00,17.36817,47.36461,0.6393,3.1,7.1,Leeds Centre,2023.0
26468,31/03/2023 02:00,7.07202,62.61509,0.57537,4.8,8.1,Leeds Centre,2023.0
26470,31/03/2023 04:00,5.80154,71.44606,0.83108,4.5,8.1,Leeds Centre,2023.0
26471,31/03/2023 05:00,14.189,62.06627,1.7261,4.3,8.1,Leeds Centre,2023.0
26474,31/03/2023 08:00,15.64487,57.17681,2.94075,3.6,8.6,Leeds Centre,2023.0
26478,31/03/2023 12:00,10.7637,66.10756,3.13254,4.4,8.9,Leeds Centre,2023.0
26479,31/03/2023 13:00,12.22192,65.30928,3.99559,4.1,8.6,Leeds Centre,2023.0
26480,31/03/2023 14:00,11.88523,70.24864,3.2604,3.9,8.6,Leeds Centre,2023.0
26483,31/03/2023 17:00,14.57343,61.71702,2.62111,4.1,8.1,Leeds Centre,2023.0
26484,31/03/2023 18:00,16.2816,60.17036,2.58914,4.5,7.8,Leeds Centre,2023.0
26485,31/03/2023 19:00,9.89682,60.71917,1.40645,5.3,6.9,Leeds Centre,2023.0
26487,31/03/2023 21:00,7.35906,55.231,1.43841,5.1,6.9,Leeds Centre,2023.0
26488,31/03/2023 22:00,4.62909,61.66713,1.02287,5.4,6.8,Leeds Centre,2023.0
26494,01/04/2023 04:00,3.4124,74.09036,0.89561,3.9,5.6,Leeds Centre,2023.0
26495,01/04/2023 05:00,6.09674,70.14886,1.11952,4.2,5.2,Leeds Centre,2023.0
26497,01/04/2023 07:00,8.67939,66.35703,1.95116,5.0,5.9,Leeds Centre,2023.0
26498,01/04/2023 08:00,8.92144,66.40692,2.27102,5.0,5.5,Leeds Centre,2023.0
26499,01/04/2023 09:00,8.43501,68.80176,1.98314,4.8,5.5,Leeds Centre,2023.0
26500,01/04/2023 10:00,7.55602,69.64993,1.98314,4.4,6.1,Leeds Centre,2023.0
26501,01/04/2023 11:00,14.81523,61.11831,4.54203,4.6,6.7,Leeds Centre,2023.0
26502,01/04/2023 12:00,10.82276,64.16176,2.75081,5.0,6.8,Leeds Centre,2023.0
26503,01/04/2023 13:00,9.74737,64.26154,2.91074,5.0,6.9,Leeds Centre,2023.0
26505,01/04/2023 15:00,9.31168,63.41337,2.33499,3.9,6.7,Leeds Centre,2023.0
26509,01/04/2023 19:00,7.80653,60.32003,1.02356,3.6,5.7,Leeds Centre,2023.0
26510,01/04/2023 20:00,9.21635,61.56735,1.98314,3.7,5.6,Leeds Centre,2023.0
26512,01/04/2023 22:00,5.56148,66.65638,0.83164,3.1,5.2,Leeds Centre,2023.0
26514,02/04/2023 00:00,3.44909,69.25079,0.64015,2.9,5.9,Leeds Centre,2023.0
26515,02/04/2023 01:00,3.51452,70.11559,0.59747,2.8,5.7,Leeds Centre,2023.0
26516,02/04/2023 02:00,2.48866,73.09251,0.54413,2.8,5.6,Leeds Centre,2023.0
26517,02/04/2023 03:00,1.99999,78.88004,0.54413,2.6,5.2,Leeds Centre,2023.0
26519,02/04/2023 05:00,3.02599,79.37897,0.57614,2.3,2.8,Leeds Centre,2023.0
26520,02/04/2023 06:00,4.68748,75.38757,0.57614,2.8,4.0,Leeds Centre,2023.0
26521,02/04/2023 07:00,4.00081,78.03187,0.96023,3.3,5.8,Leeds Centre,2023.0
26522,02/04/2023 08:00,5.02514,81.07531,1.2483,3.4,7.1,Leeds Centre,2023.0
26523,02/04/2023 09:00,5.31666,80.62628,1.50436,3.2,8.1,Leeds Centre,2023.0
26524,02/04/2023 10:00,5.21934,82.07316,1.44034,3.2,9.0,Leeds Centre,2023.0
26525,02/04/2023 11:00,5.75625,83.07101,1.53636,3.5,9.5,Leeds Centre,2023.0
26526,02/04/2023 12:00,5.21892,83.66972,1.50436,3.5,9.9,Leeds Centre,2023.0
26527,02/04/2023 13:00,5.99954,85.71532,1.6964,3.7,9.8,Leeds Centre,2023.0
26528,02/04/2023 14:00,7.22017,85.76521,1.85644,3.7,9.5,Leeds Centre,2023.0
26529,02/04/2023 15:00,6.92886,86.41381,1.56837,3.2,8.9,Leeds Centre,2023.0
26532,02/04/2023 18:00,6.39868,82.77166,0.44811,2.4,5.0,Leeds Centre,2023.0
26534,02/04/2023 20:00,15.53603,67.65423,0.57614,2.0,2.7,Leeds Centre,2023.0
26535,02/04/2023 21:00,14.94983,67.05552,0.54413,1.9,1.6,Leeds Centre,2023.0
26538,03/04/2023 00:00,12.84118,66.78943,0.55517,1.3,-1.0,Leeds Centre,2023.0
26540,03/04/2023 02:00,18.08897,56.32863,0.70464,1.7,-2.3,Leeds Centre,2023.0
26542,03/04/2023 04:00,24.1816,41.51056,3.77942,1.8,-3.1,Leeds Centre,2023.0
26544,03/04/2023 06:00,46.68866,25.9441,16.87928,1.4,-1.3,Leeds Centre,2023.0
26545,03/04/2023 07:00,49.69401,28.13937,13.45218,1.4,2.2,Leeds Centre,2023.0
26546,03/04/2023 08:00,46.3664,36.5712,13.8045,3.1,5.3,Leeds Centre,2023.0
26549,03/04/2023 11:00,11.56773,73.69122,3.36305,4.1,9.3,Leeds Centre,2023.0
26551,03/04/2023 13:00,14.00841,76.88434,4.03565,3.8,9.9,Leeds Centre,2023.0
26552,03/04/2023 14:00,16.11034,77.43316,4.16377,3.6,10.1,Leeds Centre,2023.0
26553,03/04/2023 15:00,17.09234,79.87789,3.55522,3.7,8.5,Leeds Centre,2023.0
26554,03/04/2023 16:00,18.60913,79.72822,3.4271,3.3,8.5,Leeds Centre,2023.0
26556,03/04/2023 18:00,23.90303,68.20305,1.50536,2.8,6.4,Leeds Centre,2023.0
26557,03/04/2023 19:00,19.26323,63.66283,0.60855,2.8,6.7,Leeds Centre,2023.0
26558,03/04/2023 20:00,15.35153,62.61509,0.54449,2.1,4.5,Leeds Centre,2023.0
26561,03/04/2023 23:00,24.59203,43.80562,0.83275,2.8,3.8,Leeds Centre,2023.0
26563,04/04/2023 01:00,30.72637,33.72733,0.81194,1.8,-0.9,Leeds Centre,2023.0
26564,04/04/2023 02:00,40.55837,26.44303,1.44227,1.0,-1.5,Leeds Centre,2023.0
26565,04/04/2023 03:00,36.30179,30.38453,1.31407,1.7,-1.9,Leeds Centre,2023.0
26567,04/04/2023 05:00,60.61713,5.78753,17.30723,1.6,-2.7,Leeds Centre,2023.0
26568,04/04/2023 06:00,65.63472,6.58581,43.49242,1.6,-0.5,Leeds Centre,2023.0
26569,04/04/2023 07:00,52.84496,18.75958,31.08891,2.1,3.3,Leeds Centre,2023.0
26571,04/04/2023 09:00,35.67797,43.50626,14.51884,3.3,8.2,Leeds Centre,2023.0
26572,04/04/2023 10:00,24.85472,58.47401,8.26901,3.6,9.7,Leeds Centre,2023.0
26573,04/04/2023 11:00,25.69265,66.60649,7.33955,3.8,10.7,Leeds Centre,2023.0
26574,04/04/2023 12:00,20.41943,73.69122,5.51267,4.0,11.2,Leeds Centre,2023.0
26577,04/04/2023 15:00,28.63834,71.24649,5.86523,3.9,11.1,Leeds Centre,2023.0
26579,04/04/2023 17:00,38.76368,56.02928,6.53829,2.6,8.5,Leeds Centre,2023.0
26581,04/04/2023 19:00,41.18893,46.99874,2.30763,2.3,5.7,Leeds Centre,2023.0
26582,04/04/2023 20:00,40.40263,46.69938,2.82044,2.3,4.6,Leeds Centre,2023.0
26583,04/04/2023 21:00,43.92891,39.16561,2.37173,2.2,4.0,Leeds Centre,2023.0
26584,04/04/2023 22:00,52.2376,27.34109,3.97425,2.1,3.0,Leeds Centre,2023.0
26585,04/04/2023 23:00,44.963,36.47142,1.37817,2.3,2.4,Leeds Centre,2023.0
26586,05/04/2023 00:00,22.91352,55.68003,0.6842,2.0,3.5,Leeds Centre,2023.0
26588,05/04/2023 02:00,36.08402,38.91615,1.05837,2.1,2.1,Leeds Centre,2023.0
26589,05/04/2023 03:00,23.40143,51.63874,0.96216,2.3,2.4,Leeds Centre,2023.0
26590,05/04/2023 04:00,18.84929,58.42412,0.64144,2.2,2.7,Leeds Centre,2023.0
26595,05/04/2023 09:00,54.93184,21.10453,17.15844,2.4,7.1,Leeds Centre,2023.0
26598,05/04/2023 12:00,40.33995,36.92045,9.36498,2.9,8.6,Leeds Centre,2023.0
26599,05/04/2023 15:00,36.997,33.52776,11.38551,2.7,8.2,Leeds Centre,2023.0
26600,05/04/2023 16:00,40.28376,26.94195,10.48749,2.7,7.9,Leeds Centre,2023.0
26603,05/04/2023 19:00,47.84018,11.82452,8.14625,2.1,7.8,Leeds Centre,2023.0
26607,05/04/2023 23:00,20.31364,39.11572,1.37909,1.7,8.0,Leeds Centre,2023.0
26608,06/04/2023 00:00,17.30728,41.31099,1.02709,2.5,7.7,Leeds Centre,2023.0
26610,06/04/2023 02:00,13.57018,39.61465,0.51355,2.8,8.2,Leeds Centre,2023.0
26611,06/04/2023 03:00,14.55001,35.77292,0.54564,2.5,8.4,Leeds Centre,2023.0
26614,06/04/2023 06:00,41.20504,24.54711,8.28092,3.6,8.5,Leeds Centre,2023.0
26615,06/04/2023 07:00,29.0224,51.83831,5.42432,4.1,9.0,Leeds Centre,2023.0
26616,06/04/2023 08:00,17.41527,71.79531,4.46142,5.3,9.6,Leeds Centre,2023.0
26617,06/04/2023 09:00,13.00953,80.72607,3.7874,6.0,10.5,Leeds Centre,2023.0
26618,06/04/2023 10:00,14.23034,83.61983,4.42933,6.5,11.6,Leeds Centre,2023.0
26620,06/04/2023 12:00,12.86359,84.76736,3.62691,6.8,12.3,Leeds Centre,2023.0
26621,06/04/2023 13:00,18.14924,81.22499,4.62191,7.0,11.9,Leeds Centre,2023.0
26622,06/04/2023 14:00,20.19439,74.04047,6.5798,7.2,10.0,Leeds Centre,2023.0
26623,06/04/2023 15:00,17.56312,75.23789,4.33304,6.5,9.7,Leeds Centre,2023.0
26624,06/04/2023 16:00,18.4424,72.09466,4.75029,5.6,9.5,Leeds Centre,2023.0
